index,article_id,article_span,span_start,span_end,tAnger,tFear,tJoy,tSadness,tValence,tEmotion,tEmotionScore,tSentiment,tSentimentScore,label
2444,758386255,autonomy,8722,8730,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2445,758386255,autonomous,8915,8925,0.388,0.42,0.303,0.479,0.463,sadness,5,negative,-1,Repetition
2446,758386255,autonomy,8818,8826,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2447,758386255,autonomy,8947,8955,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2448,758386255,autonomy,9428,9436,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2449,758386255,autonomy,9484,9492,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2450,758386255,autonomy,9348,9356,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2451,758386255,autonomy,9544,9552,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2452,758386255,autonomous,9735,9745,0.388,0.42,0.303,0.479,0.463,sadness,5,negative,-1,Repetition
2453,758386255,Autonomy,9779,9787,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2454,758386255,autonomy,9847,9855,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2455,758386255,autonomy,9954,9962,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2456,758386255,autonomy,10366,10374,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2457,758386255,autonomy,10166,10174,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2458,758386255,autonomous,27083,27093,0.388,0.42,0.303,0.479,0.463,sadness,5,negative,-1,Repetition
2459,758386255,autonomy,26689,26697,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2460,758386255,autonomy,26295,26303,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2461,758386255,autonomous,26487,26497,0.388,0.42,0.303,0.479,0.463,sadness,5,negative,-1,Repetition
2462,758386255,autonomous,17050,17060,0.388,0.42,0.303,0.479,0.463,sadness,5,negative,-1,Repetition
2463,758386255,autonomy,15781,15789,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2464,758386255,autonomous,14415,14425,0.388,0.42,0.303,0.479,0.463,sadness,5,negative,-1,Repetition
2465,758386255,autonomy,13799,13807,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2466,758386255,autonomy,13741,13749,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2467,758386255,autonomy,12732,12740,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2468,758386255,autonomy,12171,12179,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2469,758386255,autonomy,12607,12615,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2470,758386255,autonomy,10819,10827,0.369,0.402,0.306,0.462,0.461,sadness,5,negative,-1,Repetition
2471,758386255,autonomous,10607,10617,0.388,0.42,0.303,0.479,0.463,sadness,5,negative,-1,Repetition
2472,758386255,reign of terror,15128,15143,0.465,0.599,0.198,0.549,0.42,fear,6,negative,-1,Loaded_Language
2473,758386255,fruitful,16657,16665,0.181,0.147,0.485,0.309,0.63,joy,5,positive,1,Repetition
2474,758386255,fatal,28048,28053,0.537,0.624,0.166,0.657,0.337,sadness,7,negative,-1,Loaded_Language
2475,758386255,well-fed,30476,30484,0.293,0.28,0.437,0.347,0.564,joy,4,positive,1,"Name_Calling,Labeling"
2476,758386255,quite literally,30762,30777,0.432,0.37,0.447,0.448,0.459,sadness,4,negative,-1,Loaded_Language
2477,758386255,wrecking-ball,2021,2034,0.36,0.286,0.303,0.387,0.402,sadness,4,negative,-1,Loaded_Language
2478,758386255,Bad Nuns,6170,6178,0.535,0.455,0.216,0.575,0.274,sadness,6,very negative,-2,"Name_Calling,Labeling"
2479,758386255,extinction,6980,6990,0.43,0.479,0.281,0.501,0.419,sadness,5,negative,-1,Loaded_Language
2480,758386255,fruitful,9143,9151,0.181,0.147,0.485,0.309,0.63,joy,5,positive,1,Repetition
2481,758386255,disastrously,16089,16101,0.46,0.4,0.332,0.566,0.358,sadness,6,negative,-1,Loaded_Language
2482,758386255,Big Brother,27716,27727,0.236,0.216,0.385,0.325,0.576,joy,4,positive,1,"Name_Calling,Labeling"
2483,758386255,dynamic fidelity,31973,31989,0.374,0.295,0.318,0.331,0.515,no specific emotion,0,neutral,0,Repetition
2484,758472954,Beware,0,6,0.364,0.323,0.269,0.422,0.412,sadness,4,negative,-1,Appeal_to_fear-prejudice
2485,758477392,""" sonic attack "" .",193,208,0.412,0.46,0.232,0.451,0.44,fear,5,negative,-1,Repetition
2486,758477392,""" sonic attack "" ,",684,699,0.415,0.426,0.276,0.44,0.462,sadness,4,negative,-1,Repetition
2487,758477392,sonic attacks,2393,2406,0.425,0.454,0.182,0.474,0.342,sadness,5,negative,-1,Repetition
2488,758477392,attacks,2475,2482,0.539,0.585,0.122,0.711,0.283,sadness,7,very negative,-2,Repetition
2489,758477392,attack,2697,2703,0.488,0.552,0.209,0.616,0.34,sadness,6,negative,-1,Repetition
2490,758477392,attack,2922,2928,0.488,0.552,0.209,0.616,0.34,sadness,6,negative,-1,Repetition
2491,758477392,sonic attacks,2866,2879,0.425,0.454,0.182,0.474,0.342,sadness,5,negative,-1,Repetition
2492,758477392,attack,3172,3178,0.488,0.552,0.209,0.616,0.34,sadness,6,negative,-1,Repetition
2493,758477392,acoustic attacks,3557,3573,0.412,0.396,0.269,0.378,0.442,anger,4,negative,-1,Repetition
2494,758477392,health alert,1017,1029,0.387,0.454,0.208,0.468,0.41,sadness,5,negative,-1,Repetition
2495,758477392,health issues,2312,2325,0.366,0.454,0.167,0.478,0.374,sadness,5,negative,-1,Repetition
2496,758477392,health issues,1481,1494,0.366,0.454,0.167,0.478,0.374,sadness,5,negative,-1,Repetition
2497,758477392,health issues,3206,3219,0.366,0.454,0.167,0.478,0.374,sadness,5,negative,-1,Repetition
2498,758512204,Muslim spy ring,1490,1506,0.384,0.456,0.292,0.403,0.455,fear,5,negative,-1,"Name_Calling,Labeling"
2499,758512204,hellbent on destroying President Trump,430,469,0.536,0.427,0.264,0.422,0.443,anger,5,negative,-1,Loaded_Language
2500,758512204,retailing Soviet fictions and titillating porn stories,513,567,0.439,0.41,0.356,0.365,0.511,no specific emotion,0,neutral,0,Loaded_Language
2501,758512204,jihad spies,1971,1983,0.422,0.458,0.304,0.443,0.415,fear,5,negative,-1,"Name_Calling,Labeling"
2502,758512204,lashed out at her,2441,2458,0.447,0.42,0.316,0.434,0.394,anger,4,negative,-1,Loaded_Language
2503,758512204,"Ma  '  am, you lied to me, didn  '  t you",5043,5076,0.452,0.43,0.33,0.439,0.439,anger,5,negative,-1,Doubt
2504,758512204,before I explode,5223,5239,0.604,0.553,0.267,0.558,0.336,anger,6,negative,-1,Loaded_Language
2505,758512204,"You lied to me, didn  '  t you?
You  '  re a liar, aren  '  t you",5078,5131,0.563,0.396,0.211,0.426,0.351,anger,6,negative,-1,Repetition
2506,758512204,You  '  re a liar,5106,5119,0.591,0.448,0.119,0.456,0.309,anger,6,negative,-1,"Name_Calling,Labeling"
2507,758512204,"You lied to me, didn  '  t you",5078,5104,0.517,0.364,0.219,0.412,0.378,anger,5,negative,-1,Doubt
2508,758512204,Muslim spy,1490,1501,0.378,0.415,0.272,0.421,0.453,sadness,4,negative,-1,Repetition
2509,758512204,Muslim spies,264,277,0.344,0.377,0.308,0.377,0.483,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
2510,758512204,the biggest story of treason and espionage in the recent memory,280,343,0.455,0.512,0.259,0.464,0.43,fear,5,negative,-1,"Exaggeration,Minimisation"
2511,758512204,nefarious purposes,631,649,0.419,0.397,0.296,0.34,0.478,anger,4,negative,-1,Loaded_Language
2512,758512204,alleged Muslim spies,655,676,0.422,0.415,0.261,0.389,0.473,anger,4,negative,-1,"Name_Calling,Labeling"
2513,758512204,Pakistani-born aides,1450,1470,0.382,0.39,0.253,0.441,0.476,sadness,4,negative,-1,"Name_Calling,Labeling"
2514,758512204,tried to squirrel,1947,1965,0.409,0.395,0.282,0.441,0.423,sadness,4,negative,-1,Loaded_Language
2515,758512204,Congress must investigate and act,2003,2036,0.32,0.297,0.27,0.375,0.459,sadness,4,negative,-1,Appeal_to_fear-prejudice
2516,758512204,"You  '  re a liar, aren  '  t you",2461,2486,0.519,0.348,0.178,0.392,0.346,anger,5,negative,-1,Doubt
2517,758512204,It was not in my mind,5157,5178,0.403,0.489,0.267,0.485,0.415,fear,5,negative,-1,Thought-terminating_Cliches
2518,758512204,You  '  re a liar,2461,2474,0.591,0.448,0.119,0.456,0.309,anger,6,negative,-1,"Name_Calling,Labeling"
2519,758756657,Islamization,5024,5036,0.358,0.435,0.316,0.384,0.475,fear,4,negative,-1,Repetition
2520,758756657,Islamization,5302,5314,0.358,0.435,0.316,0.384,0.475,fear,4,negative,-1,Repetition
2521,758756657,outrage,62,69,0.675,0.605,0.161,0.616,0.269,anger,7,very negative,-2,Loaded_Language
2522,758756657,"In order to convert to Islam, one says the shahada.
Saying the shahada makes you a Muslim.
The shahada is what is on the black flag of jihad",606,746,0.356,0.314,0.329,0.332,0.573,joy,3,positive,1,Causal_Oversimplification
2523,758756657,egregious,4352,4361,0.527,0.384,0.304,0.518,0.375,anger,5,negative,-1,Loaded_Language
2524,758756657,the most vicious and brutal ideology on the face of the Earth,4376,4437,0.556,0.565,0.316,0.534,0.364,fear,6,negative,-1,"Exaggeration,Minimisation"
2525,758756657,frenzy,4719,4725,0.457,0.463,0.271,0.447,0.348,fear,5,negative,-1,Loaded_Language
2526,758756657,forced,5295,5301,0.465,0.493,0.151,0.575,0.313,sadness,6,negative,-1,Loaded_Language
2527,758756657,threatened,5639,5649,0.548,0.666,0.143,0.65,0.34,fear,7,negative,-1,Appeal_to_fear-prejudice
2528,758756657,threatened,5811,5821,0.548,0.666,0.143,0.65,0.34,fear,7,negative,-1,Repetition
2529,758756657,threatened,6359,6369,0.548,0.666,0.143,0.65,0.34,fear,7,negative,-1,Repetition
2530,758756657,kill,5870,5874,0.576,0.505,0.135,0.511,0.256,anger,6,very negative,-2,Appeal_to_fear-prejudice
2531,758756657,ripping my organs out,5910,5931,0.6,0.607,0.244,0.597,0.295,fear,6,very negative,-2,Appeal_to_fear-prejudice
2532,758756657,kill,5989,5993,0.576,0.505,0.135,0.511,0.256,anger,6,very negative,-2,Repetition
2533,758756657,kill,6281,6285,0.576,0.505,0.135,0.511,0.256,anger,6,very negative,-2,Repetition
2534,758756657,satanic,6301,6308,0.542,0.556,0.172,0.484,0.354,fear,6,negative,-1,Loaded_Language
2535,758756657,rip out my organs,6330,6347,0.58,0.544,0.255,0.598,0.325,sadness,6,negative,-1,Repetition
2536,758756657,hang my 3-year-old and 1-year-old and kidnap my 14-year-old,6373,6432,0.394,0.426,0.416,0.428,0.486,no specific emotion,0,neutral,0,Appeal_to_fear-prejudice
2537,758756657,Stop the Islamization of America,481,513,0.533,0.493,0.161,0.507,0.303,anger,5,negative,-1,Slogans
2538,758756657,America,506,513,0.316,0.349,0.445,0.394,0.538,joy,4,positive,1,Flag-Waving
2539,758756657,a national problem,1243,1261,0.46,0.492,0.131,0.506,0.333,sadness,5,negative,-1,Flag-Waving
2540,758756657,most vicious,4380,4392,0.526,0.447,0.208,0.49,0.337,anger,5,negative,-1,Loaded_Language
2541,758756657,brutal ideology,4397,4412,0.544,0.59,0.205,0.559,0.345,fear,6,negative,-1,Loaded_Language
2542,758756657,Is the principal acting on this?,6670,6702,0.361,0.286,0.241,0.361,0.411,anger,4,negative,-1,Doubt
2543,758756657,And do the police have any interest in this?,6703,6747,0.399,0.332,0.17,0.417,0.388,sadness,4,negative,-1,Doubt
2544,758756657,"Or would that be   ""  islamofauxbic  ""  ?",6748,6781,0.412,0.401,0.171,0.362,0.372,anger,4,negative,-1,Doubt
2545,758812201,agonizing,1473,1482,0.668,0.685,0.242,0.704,0.139,sadness,7,very negative,-2,Loaded_Language
2546,759337941,"The Democrats are criminal, treasonous and sleazy",133,182,0.475,0.405,0.293,0.366,0.424,anger,5,negative,-1,"Name_Calling,Labeling"
2547,759337941,this jihadi,194,206,0.454,0.484,0.295,0.446,0.447,fear,5,negative,-1,"Name_Calling,Labeling"
2548,759337941,Hellbent to destroy President Trump,1184,1219,0.545,0.44,0.23,0.418,0.403,anger,5,negative,-1,Loaded_Language
2549,759337941,toil in Soviet fictions and titillating porn stories,1226,1278,0.435,0.432,0.33,0.393,0.46,anger,4,negative,-1,Loaded_Language
2550,759337941,Treasure Trove of Evidence,35,62,0.35,0.354,0.338,0.337,0.515,no specific emotion,0,neutral,0,Loaded_Language
2551,759337941,Muslim IT Spy ' s Defense Attorney,65,97,0.41,0.422,0.256,0.419,0.477,fear,4,negative,-1,"Name_Calling,Labeling"
2552,759337941,Color me skeptical,113,131,0.475,0.374,0.248,0.475,0.32,anger,5,negative,-1,Loaded_Language
2553,759337941,most powerful Democrats,304,328,0.262,0.278,0.279,0.31,0.562,joy,3,positive,1,"Exaggeration,Minimisation"
2554,759337941,jihad-treason,348,361,0.497,0.573,0.229,0.532,0.349,fear,6,negative,-1,Loaded_Language
2555,759337941,Muslim spies,402,415,0.344,0.377,0.308,0.377,0.483,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
2556,759337941,the biggest story of treason and espionage in the recent memory,418,481,0.455,0.512,0.259,0.464,0.43,fear,5,negative,-1,"Exaggeration,Minimisation"
2557,759337941,goes to extraordinary lengths,528,558,0.358,0.343,0.418,0.39,0.533,joy,4,positive,1,"Exaggeration,Minimisation"
2558,759337941,nefarious purposes,1342,1361,0.419,0.397,0.296,0.34,0.478,anger,4,negative,-1,Loaded_Language
2559,759337941,alleged Muslim spies,1369,1390,0.422,0.415,0.261,0.389,0.473,anger,4,negative,-1,"Name_Calling,Labeling"
2560,759337941,Muslim spy ring,1606,1622,0.384,0.456,0.292,0.403,0.455,fear,5,negative,-1,"Name_Calling,Labeling"
2561,759337941,Muslim spy,1606,1617,0.378,0.415,0.272,0.421,0.453,sadness,4,negative,-1,Repetition
2562,759337941,HOUSE HACKING SUSPECT  '  S DEFENSE ATTORNEY,1777,1818,0.463,0.517,0.211,0.463,0.411,fear,5,negative,-1,"Name_Calling,Labeling"
2563,759337941,reckless IT practices,2042,2063,0.478,0.448,0.159,0.449,0.401,anger,5,negative,-1,Loaded_Language
2564,759337941,trove of evidence,2380,2398,0.385,0.389,0.266,0.409,0.421,sadness,4,negative,-1,Loaded_Language
2565,759337941,"He was very, very angry",2987,3010,0.638,0.536,0.236,0.534,0.166,anger,6,very negative,-2,"Exaggeration,Minimisation"
2566,759337941,Capitol Police didn  '  t make arrests despite numerous red flags and then   '  inadvertently  '   gave evidence to defense attorneys that was supposed to go to prosecutors,2064,2224,0.571,0.426,0.182,0.456,0.375,anger,6,negative,-1,Doubt
2567,759337941,Accidentally,99,111,0.508,0.543,0.167,0.554,0.343,sadness,6,negative,-1,Doubt
2568,759468687,"Jewish tourists, plunderers of holy lands",602,643,0.37,0.415,0.382,0.275,0.6,joy,4,positive,1,"Name_Calling,Labeling"
2569,759468687,we shall fight the Jews and the Americans until they leave the land of Islam,724,800,0.45,0.393,0.316,0.413,0.47,anger,4,negative,-1,Appeal_to_fear-prejudice
2570,759468687,"it would be dangerous, suicidal folly for Infidels to pretend that Ramadan is not the month of jihad.
And as our Ramadan willful blindness continues, more Infidels will die",4492,4664,0.529,0.566,0.214,0.499,0.356,fear,6,negative,-1,Appeal_to_fear-prejudice
2571,759468687,American facilitators,435,456,0.287,0.233,0.364,0.324,0.57,joy,4,positive,1,"Name_Calling,Labeling"
2572,759468687,severely misleading,3122,3142,0.574,0.527,0.184,0.616,0.283,sadness,6,very negative,-2,Loaded_Language
2573,759468687,Ramadan Jihad,0,14,0.302,0.342,0.406,0.379,0.513,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
2574,759468687,Ramadan is quintessentially the month of jihad,192,238,0.293,0.323,0.382,0.296,0.579,joy,4,positive,1,Causal_Oversimplification
2575,759468687,holy war and death for Allah,317,345,0.452,0.5,0.276,0.566,0.406,sadness,6,negative,-1,Loaded_Language
2576,759468687,aided by Allah,557,572,0.246,0.166,0.433,0.377,0.596,joy,4,positive,1,Loaded_Language
2577,759468687,the religious tapestry of American life,916,955,0.249,0.314,0.358,0.32,0.533,joy,4,positive,1,Loaded_Language
2578,759468687,the religious tapestry of American life,1638,1677,0.249,0.314,0.358,0.32,0.533,joy,4,positive,1,Loaded_Language
2579,759468687,Islam  '  s core beliefs make it clear that the latter statement is closer to the truth,1745,1828,0.296,0.245,0.306,0.307,0.525,joy,3,positive,1,Causal_Oversimplification
2580,759468687,severe against,2107,2122,0.552,0.46,0.142,0.576,0.297,sadness,6,very negative,-2,Loaded_Language
2581,759468687,more severe against,2368,2388,0.542,0.463,0.098,0.607,0.252,sadness,6,very negative,-2,Loaded_Language
2582,759468687,Murdering infidels thus doesn  '  t contradict the spirit of Ramadan; it embodies it,2405,2485,0.477,0.432,0.232,0.415,0.442,anger,5,negative,-1,Causal_Oversimplification
2583,759468687,Chechen jihadists,2528,2545,0.421,0.468,0.216,0.394,0.428,fear,5,negative,-1,"Name_Calling,Labeling"
2584,759468687,infidels,2630,2639,0.472,0.388,0.246,0.414,0.414,anger,5,negative,-1,Repetition
2585,759468687,"this blessed month, the month of jihad",2856,2894,0.294,0.196,0.537,0.324,0.7,joy,5,very positive,2,"Name_Calling,Labeling"
2586,759468687,to the religious tapestry of American life,3069,3111,0.251,0.275,0.402,0.353,0.569,joy,4,positive,1,Loaded_Language
2587,759468687,to the religious tapestry of American life,3069,3111,0.251,0.275,0.402,0.353,0.569,joy,4,positive,1,Repetition
2588,759468687,severely misleading the American people,3122,3161,0.529,0.415,0.139,0.49,0.348,anger,5,negative,-1,Flag-Waving
2589,759468687,Great,3640,3645,0.309,0.21,0.418,0.273,0.625,joy,4,positive,1,Loaded_Language
2590,759468687,"Trump has so rarely recognized that American Muslims even exist, but this offers apparent proof that he is aware of our existence",3509,3638,0.466,0.44,0.162,0.422,0.453,anger,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
2591,759468687,plain out offensive,4028,4047,0.475,0.513,0.208,0.535,0.36,sadness,5,negative,-1,Loaded_Language
2592,759468687,pretty much terrible,3698,3718,0.502,0.504,0.264,0.573,0.348,sadness,6,negative,-1,Loaded_Language
2593,759468687,What is actually offensive is that Hamid would try in this way to absolve the Muslim community of any responsibility to root out jihad terrorist from its midst,4050,4209,0.567,0.559,0.084,0.483,0.348,anger,6,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
2594,759468687,"Hamid, if he cared about this, would be confronting honestly the teachings of Islam that make Ramadan the month of jihad, and working to reform them",4331,4479,0.368,0.391,0.292,0.374,0.498,no specific emotion,0,neutral,0,"Whataboutism,Straw_Men,Red_Herring"
2595,759468687,"dangerous, suicidal folly for Infidels",4504,4543,0.496,0.475,0.252,0.469,0.408,anger,5,negative,-1,Loaded_Language
2596,759468687,willful blindness,4613,4631,0.478,0.385,0.264,0.469,0.411,anger,5,negative,-1,Loaded_Language
2597,759468687,infidels,2415,2424,0.472,0.388,0.246,0.414,0.414,anger,5,negative,-1,"Name_Calling,Labeling"
2598,759468687,infidels,2630,2639,0.472,0.388,0.246,0.414,0.414,anger,5,negative,-1,"Name_Calling,Labeling"
2599,759468687,Infidels,4647,4656,0.472,0.387,0.246,0.414,0.414,anger,5,negative,-1,"Name_Calling,Labeling"
2600,759468687,Infidels,4534,4543,0.472,0.387,0.246,0.414,0.414,anger,5,negative,-1,"Name_Calling,Labeling"
2601,759468687,Infidels,119,127,0.472,0.387,0.246,0.414,0.414,anger,5,negative,-1,"Name_Calling,Labeling"
2602,759478604,Death-Knell,35,46,0.504,0.524,0.185,0.64,0.352,sadness,6,negative,-1,Loaded_Language
2603,759478604,death-knell,1312,1323,0.504,0.524,0.185,0.64,0.352,sadness,6,negative,-1,Loaded_Language
2604,759478604,disaster,1696,1704,0.546,0.606,0.112,0.675,0.23,sadness,7,very negative,-2,Loaded_Language
2605,759478604,absurd,8701,8707,0.485,0.463,0.196,0.525,0.343,sadness,5,negative,-1,Loaded_Language
2606,759478604,despots,12527,12534,0.408,0.453,0.256,0.379,0.431,fear,5,negative,-1,"Name_Calling,Labeling"
2607,759478604,death spiral,14664,14676,0.545,0.683,0.125,0.708,0.217,sadness,7,very negative,-2,Loaded_Language
2608,759478604,the frost of Vatican II  '  s perpetual winter,12783,12825,0.337,0.451,0.354,0.42,0.474,fear,5,negative,-1,Loaded_Language
2609,759478604,"the world, or Christ",244,264,0.266,0.384,0.293,0.354,0.471,fear,4,negative,-1,Black-and-White_Fallacy
2610,759478604,destroy,1407,1414,0.554,0.541,0.174,0.582,0.336,sadness,6,negative,-1,Loaded_Language
2611,759478604,frightening,1746,1757,0.546,0.602,0.2,0.59,0.229,fear,6,very negative,-2,Loaded_Language
2612,759478604,those that are distancing themselves from the council to make another path are killing themselves,2451,2548,0.494,0.492,0.095,0.547,0.291,sadness,5,very negative,-2,Black-and-White_Fallacy
2613,759478604,"the most virulently anti-Catholic organisation of   ""  Catholic  ""   religious in the world",4303,4386,0.558,0.495,0.274,0.436,0.385,anger,6,negative,-1,"Exaggeration,Minimisation"
2614,759478604,mutually exclusive alternatives,5052,5083,0.303,0.267,0.328,0.326,0.506,no specific emotion,0,neutral,0,Black-and-White_Fallacy
2615,759478604,unprecedented,9407,9420,0.374,0.409,0.334,0.457,0.44,sadness,5,negative,-1,Loaded_Language
2616,759478604,complete loss of our rights,9832,9859,0.566,0.562,0.097,0.642,0.306,sadness,6,negative,-1,Loaded_Language
2617,759478604,ridiculous,10856,10866,0.608,0.503,0.142,0.54,0.232,anger,6,very negative,-2,Loaded_Language
2618,759478604,million,10752,10759,0.392,0.357,0.397,0.398,0.543,joy,4,positive,1,Loaded_Language
2619,759478604,would not rest until,12559,12579,0.44,0.429,0.245,0.519,0.408,sadness,5,negative,-1,Loaded_Language
2620,759478604,absolutely dismal,13700,13717,0.523,0.554,0.246,0.641,0.257,sadness,6,very negative,-2,Loaded_Language
2621,759478604,"sooner or later, they will die",2551,2581,0.465,0.57,0.221,0.568,0.4,fear,6,negative,-1,Appeal_to_fear-prejudice
2622,759478604,They will be outside the church,2609,2640,0.341,0.381,0.287,0.344,0.448,fear,4,negative,-1,Appeal_to_fear-prejudice
2623,759478604,disaster,8430,8438,0.546,0.606,0.112,0.675,0.23,sadness,7,very negative,-2,Loaded_Language
2624,759478604,intense and fruitful path,11614,11639,0.264,0.309,0.405,0.354,0.609,joy,4,positive,1,Repetition
2625,759478604,intense and fruitful path,12165,12190,0.264,0.309,0.405,0.354,0.609,joy,4,positive,1,Repetition
2626,759478604,intense and fruitful path,14704,14729,0.264,0.309,0.405,0.354,0.609,joy,4,positive,1,Repetition
2627,761334950,disastrous,726,736,0.553,0.518,0.148,0.529,0.265,anger,6,very negative,-2,Loaded_Language
2628,761334950,depressing,1154,1164,0.563,0.638,0.097,0.851,0.058,sadness,9,very negative,-2,Loaded_Language
2629,761334950,most desperate,2207,2221,0.531,0.598,0.114,0.628,0.312,sadness,6,negative,-1,"Exaggeration,Minimisation"
2630,761334950,still less,2343,2353,0.421,0.398,0.164,0.626,0.278,sadness,6,very negative,-2,"Exaggeration,Minimisation"
2631,761334950,downright bizarre,2899,2916,0.511,0.533,0.277,0.548,0.323,sadness,5,negative,-1,Loaded_Language
2632,761334950,"controlled, systematized extinction",5837,5872,0.411,0.402,0.299,0.392,0.481,no specific emotion,0,neutral,0,Loaded_Language
2633,761334950,incredible,14078,14088,0.395,0.376,0.359,0.448,0.453,sadness,4,negative,-1,Loaded_Language
2634,761334950,death throes,14144,14156,0.516,0.563,0.218,0.613,0.39,sadness,6,negative,-1,Loaded_Language
2635,761334950,impending total extinction,15508,15534,0.468,0.577,0.257,0.477,0.368,fear,6,negative,-1,Loaded_Language
2636,761334950,What are these people smoking?,16086,16117,0.519,0.424,0.253,0.381,0.322,anger,5,negative,-1,Doubt
2637,761334950,like a funeral bell,1306,1325,0.478,0.436,0.296,0.537,0.394,sadness,5,negative,-1,Loaded_Language
2638,761334950,What are these people smoking?,16086,16116,0.519,0.424,0.253,0.381,0.322,anger,5,negative,-1,Loaded_Language
2639,761334950,new dawn,16377,16385,0.238,0.243,0.427,0.337,0.57,joy,4,positive,1,Repetition
2640,761334950,demolition,17133,17143,0.39,0.438,0.293,0.351,0.438,fear,4,negative,-1,Loaded_Language
2641,761334950,terrible,21111,21119,0.602,0.597,0.166,0.647,0.194,sadness,6,very negative,-2,Loaded_Language
2642,761546223,Violence,37,45,0.647,0.596,0.196,0.615,0.224,anger,6,very negative,-2,Loaded_Language
2643,761546223,mass shooting,72,85,0.563,0.571,0.103,0.564,0.211,fear,6,very negative,-2,Loaded_Language
2644,761546223,defenseless,269,280,0.375,0.48,0.182,0.51,0.385,sadness,5,negative,-1,Loaded_Language
2645,761546223,dumbing down,1583,1595,0.418,0.412,0.211,0.494,0.361,sadness,5,negative,-1,Loaded_Language
2646,761546223,crucial,3450,3457,0.408,0.492,0.236,0.497,0.371,sadness,5,negative,-1,Loaded_Language
2647,761546223,misnamed,207,215,0.434,0.364,0.252,0.408,0.466,anger,4,negative,-1,Loaded_Language
2648,761546223,"the misnamed federal   ""  Gun-Free Schools  ""   law",203,246,0.426,0.446,0.234,0.402,0.456,fear,4,negative,-1,"Name_Calling,Labeling"
2649,761546223,protect,607,614,0.33,0.27,0.318,0.415,0.503,no specific emotion,0,neutral,0,Repetition
2650,761546223,protecting,716,726,0.361,0.342,0.341,0.471,0.483,no specific emotion,0,neutral,0,Repetition
2651,761546223,protect,839,846,0.33,0.27,0.318,0.415,0.503,no specific emotion,0,neutral,0,Repetition
2652,761546223,dumb down,1788,1797,0.492,0.431,0.2,0.466,0.341,anger,5,negative,-1,Repetition
2653,761546223,homeschooling,158,171,0.263,0.351,0.373,0.416,0.542,joy,4,positive,1,Repetition
2654,761546223,homeschooling,513,526,0.263,0.351,0.373,0.416,0.542,joy,4,positive,1,Repetition
2655,761546223,homeschooling,483,496,0.263,0.351,0.373,0.416,0.542,joy,4,positive,1,Repetition
2656,761546223,homeschooling,688,701,0.263,0.351,0.373,0.416,0.542,joy,4,positive,1,Repetition
2657,761546223,homeschool,1989,1999,0.273,0.341,0.312,0.436,0.505,no specific emotion,0,neutral,0,Repetition
2658,761546223,homeschooling,2556,2569,0.263,0.351,0.373,0.416,0.542,joy,4,positive,1,Repetition
2659,761546223,homeschooling,4012,4025,0.263,0.351,0.373,0.416,0.542,joy,4,positive,1,Repetition
2660,761546223,homeschooling,4627,4640,0.263,0.351,0.373,0.416,0.542,joy,4,positive,1,Repetition
2661,761546223,my curriculum,2949,2962,0.325,0.351,0.35,0.466,0.503,no specific emotion,0,neutral,0,Repetition
2662,761546223,my curriculum,3235,3248,0.325,0.351,0.35,0.466,0.503,no specific emotion,0,neutral,0,Repetition
2663,761546223,my curriculum,3422,3435,0.325,0.351,0.35,0.466,0.503,no specific emotion,0,neutral,0,Repetition
2664,761546223,well-rounded education,2631,2653,0.23,0.18,0.478,0.334,0.663,joy,5,positive,1,Repetition
2665,761546223,well-rounded education,4484,4506,0.23,0.18,0.478,0.334,0.663,joy,5,positive,1,Repetition
2666,761546223,shootings,388,397,0.47,0.54,0.125,0.539,0.354,fear,5,negative,-1,Repetition
2667,761546223,shootings,406,415,0.47,0.54,0.125,0.539,0.354,fear,5,negative,-1,Repetition
